"tanggal";"periode";"id";"nomor";"transaksi";"referensi";"model";"rekening";"tipe";"posisi";"laporan";"debet";"credit";"kantor";"keterangan";"active";"ip";"status";"user";"created";"modified"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PA/";"1000000000002";;;"1.2003";"1.1001";;;;"832000";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PA/";"1000000000003";;;"1.2003";"1.1001";;;;"832000";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PA/";"1000000000004";;;"1.2003";"1.1001";;;;"832000";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PA/";"1000000000005";;;"1.2003";"1.1001";;;;"832000";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PA/";"1000000000006";;;"1.2003";"1.1001";;;;"832000";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PA/";"6000000000002";;;"1.1001";"1.2003";;;;"0";"832000";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PA/";"6000000000003";;;"1.1001";"1.2003";;;;"0";"832000";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PA/";"6000000000004";;;"1.1001";"1.2003";;;;"0";"832000";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PA/";"6000000000005";;;"1.1001";"1.2003";;;;"0";"832000";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PA/";"6000000000006";;;"1.1001";"1.2003";;;;"0";"832000";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PB/";"1000000000002";;;"3.1000";"1.1001";;;;"188000";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PB/";"1000000000003";;;"3.1000";"1.1001";;;;"188000";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PB/";"1000000000004";;;"3.1000";"1.1001";;;;"188000";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PB/";"1000000000005";;;"3.1000";"1.1001";;;;"188000";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PB/";"1000000000006";;;"3.1000";"1.1001";;;;"188000";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PB/";"6000000000002";;;"1.1001";"3.1000";;;;"0";"188000";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PB/";"6000000000003";;;"1.1001";"3.1000";;;;"0";"188000";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PB/";"6000000000004";;;"1.1001";"3.1000";;;;"0";"188000";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PB/";"6000000000005";;;"1.1001";"3.1000";;;;"0";"188000";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PB/";"6000000000006";;;"1.1001";"3.1000";;;;"0";"188000";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-14 19:07:41";"2018.11";"00000060070D/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"500000";"0";"KSP123";"Titipan Masuk Kontrak No. 60070D";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-14 19:07:41";"2018.11";"00000060070D/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"500000";"KSP123";"Titipan Masuk Kontrak No. 60070D";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PA/";"1000000000002";;;"1.2003";"1.1001";;;;"1040000";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PA/";"1000000000003";;;"1.2003";"1.1001";;;;"1040000";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PA/";"6000000000002";;;"1.1001";"1.2003";;;;"0";"1040000";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PA/";"6000000000003";;;"1.1001";"1.2003";;;;"0";"1040000";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PB/";"1000000000002";;;"3.1000";"1.1001";;;;"141000";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PB/";"1000000000003";;;"3.1000";"1.1001";;;;"141000";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PB/";"6000000000002";;;"1.1001";"3.1000";;;;"0";"141000";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PB/";"6000000000003";;;"1.1001";"3.1000";;;;"0";"141000";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PK/";"1000000000002";;;"2.3000";"1.1001";;;;"0";"1181000";"KSP123";"Titipan Keluar Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PK/";"1000000000003";;;"2.3000";"1.1001";;;;"0";"1119000";"KSP123";"Titipan Keluar Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:09:41";"2018.09";"00000060086 E/PK/";"6000000000002";;;"1.1001";"2.3000";;;;"1181000";"0";"KSP123";"Titipan Keluar Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:45:50";"2018.10";"00000060086 E/PK/";"6000000000003";;;"1.1001";"2.3000";;;;"1119000";"0";"KSP123";"Titipan Keluar Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:08:58";"2018.09";"00000060086 E/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"2300000";"0";"KSP123";"Titipan Masuk Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:47:52";"2018.10";"00000060086 E/PM/";"1000000000003";;;"2.3000";"1.1001";;;;"638000";"0";"KSP123";"Titipan Masuk Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-17 19:08:58";"2018.09";"00000060086 E/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"2300000";"KSP123";"Titipan Masuk Kontrak No. 60086 E";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-17 18:47:52";"2018.10";"00000060086 E/PM/";"6000000000003";;;"1.1001";"2.3000";;;;"0";"638000";"KSP123";"Titipan Masuk Kontrak No. 60086 E";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PA/";"1000000000006";;;"1.2003";"1.1001";;;;"694000";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PA/";"6000000000006";;;"1.1001";"1.2003";;;;"0";"694000";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PB/";"1000000000006";;;"3.1000";"1.1001";;;;"93666.6667";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PB/";"6000000000006";;;"1.1001";"3.1000";;;;"0";"93666.6667";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PK/";"1000000000006";;;"2.3000";"1.1001";;;;"0";"700000";"KSP123";"Titipan Keluar Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:32:48";"2018.10";"00000060135 C/PK/";"6000000000006";;;"1.1001";"2.3000";;;;"700000";"0";"KSP123";"Titipan Keluar Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-25 19:20:58";"2018.09";"00000060135 C/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"700000";"0";"KSP123";"Titipan Masuk Kontrak No. 60135 C";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:33:58";"2018.10";"00000060135 C/PM/";"1000000000003";;;"2.3000";"1.1001";;;;"113000";"0";"KSP123";"Titipan Masuk Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-25 19:20:58";"2018.09";"00000060135 C/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"700000";"KSP123";"Titipan Masuk Kontrak No. 60135 C";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:33:58";"2018.10";"00000060135 C/PM/";"6000000000003";;;"1.1001";"2.3000";;;;"0";"113000";"KSP123";"Titipan Masuk Kontrak No. 60135 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 10:57:27";"2018.10";"00000060191 B/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"300000";"0";"KSP123";"Titipan Masuk Kontrak No. 60191 B";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-02 17:13:35";"2018.11";"00000060191 B/PM/";"1000000000003";;;"2.3000";"1.1001";;;;"100000";"0";"KSP123";"Titipan Masuk Kontrak No. 60191 B";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 10:57:27";"2018.10";"00000060191 B/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"300000";"KSP123";"Titipan Masuk Kontrak No. 60191 B";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-02 17:13:35";"2018.11";"00000060191 B/PM/";"6000000000003";;;"1.1001";"2.3000";;;;"0";"100000";"KSP123";"Titipan Masuk Kontrak No. 60191 B";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PA/";"1000000000005";;;"1.2003";"1.1001";;;;"624000";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PA/";"6000000000005";;;"1.1001";"1.2003";;;;"0";"624000";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PB/";"1000000000005";;;"3.1000";"1.1001";;;;"141000";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PB/";"6000000000005";;;"1.1001";"3.1000";;;;"0";"141000";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PK/";"1000000000005";;;"2.3000";"1.1001";;;;"0";"765000";"KSP123";"Titipan Keluar Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:14:01";"2018.10";"00000060217 C/PK/";"6000000000005";;;"1.1001";"2.3000";;;;"765000";"0";"KSP123";"Titipan Keluar Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:11:02";"2018.10";"00000060217 C/PM/";"1000000000003";;;"2.3000";"1.1001";;;;"1115000";"0";"KSP123";"Titipan Masuk Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-09 10:31:41";"2018.11";"00000060217 C/PM/";"1000000000004";;;"2.3000";"1.1001";;;;"150000";"0";"KSP123";"Titipan Masuk Kontrak No. 60217 C";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-01 11:11:02";"2018.10";"00000060217 C/PM/";"6000000000003";;;"1.1001";"2.3000";;;;"0";"1115000";"KSP123";"Titipan Masuk Kontrak No. 60217 C";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-09 10:31:41";"2018.11";"00000060217 C/PM/";"6000000000004";;;"1.1001";"2.3000";;;;"0";"150000";"KSP123";"Titipan Masuk Kontrak No. 60217 C";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:06:59";"2018.11";"00000060237/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"350000";"0";"KSP123";"Titipan Masuk Kontrak No. 60237";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:06:59";"2018.11";"00000060237/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"350000";"KSP123";"Titipan Masuk Kontrak No. 60237";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-15 18:55:40";"2018.09";"00000060278/PM/";"1000000000002";;;"2.3000";"1.1001";;;;"650000";"0";"KSP123";"Titipan Masuk Kontrak No. 60278";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-15 18:55:40";"2018.09";"00000060278/PM/";"6000000000002";;;"1.1001";"2.3000";;;;"0";"650000";"KSP123";"Titipan Masuk Kontrak No. 60278";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PA/";"1000000000005";;;"1.2003";"1.1001";;;;"520000";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PA/";"6000000000005";;;"1.1001";"1.2003";;;;"0";"520000";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PB/";"1000000000005";;;"3.1000";"1.1001";;;;"71000";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PB/";"6000000000005";;;"1.1001";"3.1000";;;;"0";"71000";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PK/";"1000000000005";;;"2.3000";"1.1001";;;;"0";"591000";"KSP123";"Titipan Keluar Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:28";"2018.11";"00000060365/PK/";"6000000000005";;;"1.1001";"2.3000";;;;"591000";"0";"KSP123";"Titipan Keluar Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:00";"2018.11";"00000060365/PM/";"1000000000007";;;"2.3000";"1.1001";;;;"800000";"0";"KSP123";"Titipan Masuk Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-19 13:12:00";"2018.11";"00000060365/PM/";"6000000000007";;;"1.1001";"2.3000";;;;"0";"800000";"KSP123";"Titipan Masuk Kontrak No. 60365";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-07 13:14:20";"2018.07";"00000060428/PA/";"1000000000006";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-16 14:00:20";"2018.08";"00000060428/PA/";"1000000000007";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-18 19:39:03";"2018.09";"00000060428/PA/";"1000000000008";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60428";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-16 18:33:09";"2018.10";"00000060428/PA/";"1000000000009";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:21";"2018.10";"00000060428/PA/";"1000000000010";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:27";"2018.10";"00000060428/PA/";"1000000000011";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:32";"2018.10";"00000060428/PA/";"1000000000012";;;"1.2003";"1.1001";;;;"607000";"0";"KSP123";"Pembayaran Angsuran ke 11 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:36";"2018.10";"00000060428/PA/";"1000000000013";;;"1.2003";"1.1001";;;;"603000";"0";"KSP123";"Pembayaran Angsuran ke 12 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-07 13:14:20";"2018.07";"00000060428/PA/";"6000000000006";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-16 14:00:20";"2018.08";"00000060428/PA/";"6000000000007";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-18 19:39:03";"2018.09";"00000060428/PA/";"6000000000008";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60428";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-16 18:33:09";"2018.10";"00000060428/PA/";"6000000000009";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:21";"2018.10";"00000060428/PA/";"6000000000010";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:27";"2018.10";"00000060428/PA/";"6000000000011";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:32";"2018.10";"00000060428/PA/";"6000000000012";;;"1.1001";"1.2003";;;;"0";"607000";"KSP123";"Pembayaran Angsuran ke 11 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:36";"2018.10";"00000060428/PA/";"6000000000013";;;"1.1001";"1.2003";;;;"0";"603000";"KSP123";"Pembayaran Angsuran ke 12 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-07 13:14:20";"2018.07";"00000060428/PB/";"1000000000006";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-16 14:00:20";"2018.08";"00000060428/PB/";"1000000000007";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60428";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-18 19:39:03";"2018.09";"00000060428/PB/";"1000000000008";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60428";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-16 18:33:09";"2018.10";"00000060428/PB/";"1000000000009";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:21";"2018.10";"00000060428/PB/";"1000000000010";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-30 18:46:27";"2018.10";"00000060428/PB/";"1000000000011";;;"3.1000";"1.1001";;;;"164000";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60428";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
