"tanggal";"periode";"id";"nomor";"transaksi";"referensi";"model";"rekening";"debet";"credit";"pembayaran_";"bunga_";"denda_";"titipan_";"administrasi_";"modal_";"pinjaman_";"biaya_";"kantor";"keterangan";"active";"ip";"status";"user";"created";"modified"
"2017-11-15 19:02:19";"2017.11";"00000060003/PM/";"2";;;"1.1001";"2.3000";"2400000";"0";"0";"0";"0";"2400000";"0";"0";"0";"0";"KSP123";"Titipan Masuk Kontrak No. 60003";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-26 19:27:39";"2017.04";"00000060014 E/PA/";"6";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60014 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:03:27";"2017.05";"00000060014 E/PA/";"7";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-13 10:35:10";"2017.06";"00000060014 E/PA/";"8";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:04:35";"2017.07";"00000060014 E/PA/";"9";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-25 19:10:23";"2017.08";"00000060014 E/PA/";"10";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-25 10:23:39";"2017.09";"00000060014 E/PA/";"11";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60014 E";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-25 08:53:26";"2017.10";"00000060014 E/PA/";"12";;;"1.1001";"1.2003";"607000";"0";"607000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 11 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-25 11:43:24";"2017.11";"00000060014 E/PA/";"13";;;"1.1001";"1.2003";"603000";"0";"603000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 12 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-26 19:27:39";"2017.04";"00000060014 E/PB/";"6";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60014 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:03:27";"2017.05";"00000060014 E/PB/";"7";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-13 10:35:10";"2017.06";"00000060014 E/PB/";"8";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:04:35";"2017.07";"00000060014 E/PB/";"9";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-25 19:10:23";"2017.08";"00000060014 E/PB/";"10";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60014 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-25 10:23:39";"2017.09";"00000060014 E/PB/";"11";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60014 E";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-25 08:53:26";"2017.10";"00000060014 E/PB/";"12";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 11 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-11-25 11:43:24";"2017.11";"00000060014 E/PB/";"13";;;"1.1001";"3.1000";"168000";"0";"0";"168000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 12 Kontrak No. 60014 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-07 14:10:54";"2017.04";"00000060018 E/PA/";"7";;;"1.1001";"1.2003";"1300000";"0";"1300000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:38:56";"2017.04";"00000060018 E/PA/";"8";;;"1.1001";"1.2003";"1300000";"0";"1300000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:39:07";"2017.04";"00000060018 E/PA/";"9";;;"1.1001";"1.2003";"1300000";"0";"1300000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-07 14:10:54";"2017.04";"00000060018 E/PB/";"7";;;"1.1001";"3.1000";"234000";"0";"0";"234000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:38:56";"2017.04";"00000060018 E/PB/";"8";;;"1.1001";"3.1000";"234000";"0";"0";"234000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:39:07";"2017.04";"00000060018 E/PB/";"9";;;"1.1001";"3.1000";"234000";"0";"0";"234000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60018 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-29 20:38:19";"2017.04";"00000060019 E/PA/";"8";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60019 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-02 10:10:00";"2017.06";"00000060019 E/PA/";"9";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-05 13:37:42";"2017.07";"00000060019 E/PA/";"10";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-01 11:20:21";"2017.08";"00000060019 E/PA/";"11";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-06 09:03:15";"2017.10";"00000060019 E/PA/";"12";;;"1.1001";"1.2003";"694000";"0";"694000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 11 Kontrak No. 60019 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-06 09:03:42";"2017.10";"00000060019 E/PA/";"13";;;"1.1001";"1.2003";"686000";"0";"686000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 12 Kontrak No. 60019 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-29 20:38:19";"2017.04";"00000060019 E/PB/";"8";;;"1.1001";"3.1000";"187000";"0";"0";"187000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60019 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-02 10:10:00";"2017.06";"00000060019 E/PB/";"9";;;"1.1001";"3.1000";"187000";"0";"0";"187000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-05 13:37:42";"2017.07";"00000060019 E/PB/";"10";;;"1.1001";"3.1000";"187000";"0";"0";"187000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-01 11:20:21";"2017.08";"00000060019 E/PB/";"11";;;"1.1001";"3.1000";"187000";"0";"0";"187000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60019 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-06 09:03:15";"2017.10";"00000060019 E/PB/";"12";;;"1.1001";"3.1000";"187000";"0";"0";"187000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 11 Kontrak No. 60019 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-06 09:03:42";"2017.10";"00000060019 E/PB/";"13";;;"1.1001";"3.1000";"195000";"0";"0";"195000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 12 Kontrak No. 60019 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-05 10:47:39";"2017.04";"00000060024 D/PA/";"9";;;"1.1001";"1.2003";"624000";"0";"624000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60024 D";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-05 19:36:11";"2017.05";"00000060024 D/PA/";"10";;;"1.1001";"1.2003";"624000";"0";"624000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60024 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-07 10:22:51";"2017.06";"00000060024 D/PA/";"11";;;"1.1001";"1.2003";"624000";"0";"624000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60024 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-05 10:47:39";"2017.04";"00000060024 D/PB/";"9";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60024 D";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-05 19:36:11";"2017.05";"00000060024 D/PB/";"10";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60024 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-07 10:22:51";"2017.06";"00000060024 D/PB/";"11";;;"1.1001";"3.1000";"141000";"0";"0";"141000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60024 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PA/";"2";;;"1.1001";"1.2003";"832000";"0";"832000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PA/";"3";;;"1.1001";"1.2003";"832000";"0";"832000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PA/";"4";;;"1.1001";"1.2003";"832000";"0";"832000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PA/";"5";;;"1.1001";"1.2003";"832000";"0";"832000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PA/";"6";;;"1.1001";"1.2003";"832000";"0";"832000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-07-06 09:59:26";"2018.07";"00000060024 F/PB/";"2";;;"1.1001";"3.1000";"188000";"0";"0";"188000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 1 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-08-06 13:33:29";"2018.08";"00000060024 F/PB/";"3";;;"1.1001";"3.1000";"188000";"0";"0";"188000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 2 Kontrak No. 60024 F";"yes";"192.168.0.16";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-09-06 20:25:26";"2018.09";"00000060024 F/PB/";"4";;;"1.1001";"3.1000";"188000";"0";"0";"188000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60024 F";"yes";"192.168.43.231";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-10-05 19:07:37";"2018.10";"00000060024 F/PB/";"5";;;"1.1001";"3.1000";"188000";"0";"0";"188000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60024 F";"yes";"192.168.0.2";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2018-11-05 18:54:46";"2018.11";"00000060024 F/PB/";"6";;;"1.1001";"3.1000";"188000";"0";"0";"188000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60024 F";"yes";"192.168.0.4";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-28 19:56:25";"2017.04";"00000060029 D/PA/";"4";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 3 Kontrak No. 60029 D";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-26 19:14:55";"2017.05";"00000060029 D/PA/";"5";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-21 14:38:14";"2017.06";"00000060029 D/PA/";"6";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-30 13:44:16";"2017.07";"00000060029 D/PA/";"7";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-28 19:22:15";"2017.08";"00000060029 D/PA/";"8";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-28 13:16:59";"2017.09";"00000060029 D/PA/";"9";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60029 D";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-13 09:11:59";"2017.10";"00000060029 D/PA/";"10";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-13 08:55:37";"2017.10";"00000060029 D/PA/";"11";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-28 19:56:25";"2017.04";"00000060029 D/PB/";"4";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 3 Kontrak No. 60029 D";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-26 19:14:55";"2017.05";"00000060029 D/PB/";"5";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 4 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-21 14:38:14";"2017.06";"00000060029 D/PB/";"6";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 5 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-30 13:44:16";"2017.07";"00000060029 D/PB/";"7";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-28 19:22:15";"2017.08";"00000060029 D/PB/";"8";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60029 D";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-09-28 13:16:59";"2017.09";"00000060029 D/PB/";"9";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60029 D";"yes";"192.168.0.13";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-13 09:11:59";"2017.10";"00000060029 D/PB/";"10";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-10-13 08:55:37";"2017.10";"00000060029 D/PB/";"11";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60029 D";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-26 19:28:36";"2017.04";"00000060047 E/PA/";"7";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60047 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:04:11";"2017.05";"00000060047 E/PA/";"8";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60047 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-13 10:36:01";"2017.06";"00000060047 E/PA/";"9";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:05:36";"2017.07";"00000060047 E/PA/";"10";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-25 19:09:27";"2017.08";"00000060047 E/PA/";"11";;;"1.1001";"1.2003";"728000";"0";"728000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 10 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-26 19:28:36";"2017.04";"00000060047 E/PB/";"7";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 6 Kontrak No. 60047 E";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-05-24 19:04:11";"2017.05";"00000060047 E/PB/";"8";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 7 Kontrak No. 60047 E";"yes";"192.168.0.7";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-06-13 10:36:01";"2017.06";"00000060047 E/PB/";"9";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 8 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-07-25 19:05:36";"2017.07";"00000060047 E/PB/";"10";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 9 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-08-25 19:09:27";"2017.08";"00000060047 E/PB/";"11";;;"1.1001";"3.1000";"164000";"0";"0";"164000";"0";"0";"0";"0";"0";"0";"KSP123";"Pendapatan Bunga ke 10 Kontrak No. 60047 E";"yes";"127.0.0.1";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:55:16";"2017.04";"00000060048/PA/";"5";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 4 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:55:57";"2017.04";"00000060048/PA/";"6";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 5 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:56:21";"2017.04";"00000060048/PA/";"7";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 6 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:56:36";"2017.04";"00000060048/PA/";"8";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 7 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:56:51";"2017.04";"00000060048/PA/";"9";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 8 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"2017-04-30 13:57:05";"2017.04";"00000060048/PA/";"10";;;"1.1001";"1.2003";"347000";"0";"347000";"0";"0";"0";"0";"0";"0";"0";"KSP123";"Pembayaran Angsuran ke 9 Kontrak No. 60048";"yes";"192.168.0.9";;"ROOT";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
